SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
281,KA,Karnataka,KA_Davanagere,Davanagere,85,79,2,4,0,0,0,0,"",""
282,KA,Karnataka,KA_Dharwad,Dharwad,21,14,7,0,0,0,0,0,"",""
283,KA,Karnataka,KA_Gadag,Gadag,8,3,4,1,0,0,0,0,"",""
284,KA,Karnataka,KA_Hassan,Hassan,9,9,0,0,0,0,0,0,"",""
285,KA,Karnataka,KA_Haveri,Haveri,3,3,0,0,0,0,0,0,"",""
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,81,30,44,7,0,0,0,0,"",""
287,KA,Karnataka,KA_Kodagu,Kodagu,1,0,1,0,0,0,0,0,"",""
288,KA,Karnataka,KA_Kolar,Kolar,5,5,0,0,0,0,0,0,"",""
289,KA,Karnataka,KA_Koppal,Koppal,0,0,0,0,0,0,0,0,"",""
290,KA,Karnataka,KA_Mandya,Mandya,31,12,19,0,0,0,0,0,"",""
291,KA,Karnataka,KA_Mysuru,Mysuru,88,4,84,0,0,0,0,0,"",""
0,KA,Karnataka,KA_Other State,Other State,22,3,19,0,0,0,0,0,Includes Cases of other States and International Quarantined Passengers.,""
292,KA,Karnataka,KA_Raichur,Raichur,0,0,0,0,0,0,0,0,"",""
293,KA,Karnataka,KA_Ramanagara,Ramanagara,0,0,0,0,0,0,0,0,"",""
294,KA,Karnataka,KA_Shivamogga,Shivamogga,8,8,0,0,0,0,0,0,"",""
295,KA,Karnataka,KA_Tumakuru,Tumakuru,11,7,2,2,0,0,0,0,"",""
296,KA,Karnataka,KA_Udupi,Udupi,3,0,3,0,0,0,0,0,"",""
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,41,30,11,0,0,0,0,0,"",""
298,KA,Karnataka,KA_Vijayapura,Vijayapura,52,14,35,3,0,0,0,0,"",""
299,KA,Karnataka,KA_Yadgir,Yadgir,2,2,0,0,0,0,0,0,"",""
300,KL,Kerala,KL_Alappuzha,Alappuzha,5,0,5,0,0,0,0,0,"",""
301,KL,Kerala,KL_Ernakulam,Ernakulam,27,3,23,1,0,0,0,0,"",""
302,KL,Kerala,KL_Idukki,Idukki,23,0,23,0,0,0,0,0,"",""
303,KL,Kerala,KL_Kannur,Kannur,117,4,112,1,0,0,0,0,"Case of Mahe native who expired in Kannur, added in tally.",""
304,KL,Kerala,KL_Kasaragod,Kasaragod,183,4,179,0,0,0,0,0,"",""
305,KL,Kerala,KL_Kollam,Kollam,20,2,18,0,0,0,0,0,"",""
306,KL,Kerala,KL_Kottayam,Kottayam,23,2,21,0,0,0,0,0,"",""
307,KL,Kerala,KL_Kozhikode,Kozhikode,26,2,24,0,0,0,0,0,"",""
308,KL,Kerala,KL_Malappuram,Malappuram,32,8,23,1,0,0,0,0,"",""
309,KL,Kerala,KL_Palakkad,Palakkad,16,3,13,0,0,0,0,0,"",""
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,18,1,17,0,0,0,0,0,"",""
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,17,0,16,1,0,0,0,0,"",""
312,KL,Kerala,KL_Thrissur,Thrissur,15,2,13,0,0,0,0,0,"",""
313,KL,Kerala,KL_Wayanad,Wayanad,13,10,3,0,0,0,0,0,"",""
314,LA,Ladakh,LA_Kargil,Kargil,9,2,7,0,0,0,0,0,"",""
315,LA,Ladakh,LA_Leh,Leh,34,19,15,0,0,0,0,0,"",""
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,"",""
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,64,27,34,3,0,0,0,0,"",""
370,MH,Maharashtra,MH_Akola,Akola,192,166,14,12,0,0,0,0,"",""
371,MH,Maharashtra,MH_Amravati,Amravati,89,31,45,13,0,0,0,0,"",""
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,680,568,95,17,0,0,0,0,"",""
374,MH,Maharashtra,MH_Beed,Beed,1,0,1,0,0,0,0,0,"",""
373,MH,Maharashtra,MH_Bhandara,Bhandara,1,1,0,0,0,0,0,0,"",""
375,MH,Maharashtra,MH_Buldhana,Buldhana,25,1,23,1,0,0,0,0,"",""
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,4,2,2,0,0,0,0,0,"",""
377,MH,Maharashtra,MH_Dhule,Dhule,71,49,16,6,0,0,0,0,"",""
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,0,0,0,0,0,0,0,0,"",""
379,MH,Maharashtra,MH_Gondia,Gondia,1,0,1,0,0,0,0,0,"",""
380,MH,Maharashtra,MH_Hingoli,Hingoli,61,40,21,0,0,0,0,0,"",""
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,206,151,29,26,0,0,0,0,"",""
382,MH,Maharashtra,MH_Jalna,Jalna,16,15,1,0,0,0,0,0,Reconciled as per MH bulleting 24/04,""
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,22,13,8,1,0,0,0,0,"",""
384,MH,Maharashtra,MH_Latur,Latur,32,20,11,1,0,0,0,0,"",""
385,MH,Maharashtra,MH_Mumbai,Mumbai,15747,12638,2513,596,0,0,0,0,"",""
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,"",""
387,MH,Maharashtra,MH_Nagpur,Nagpur,317,240,75,2,0,0,0,0,"",""
388,MH,Maharashtra,MH_Nanded,Nanded,57,53,0,4,0,0,0,0,"",""
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,22,11,9,2,0,0,0,0,"",""
390,MH,Maharashtra,MH_Nashik,Nashik,751,614,103,34,0,0,0,0,"",""
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,4,1,3,0,0,0,0,0,"",""
0,MH,Maharashtra,MH_Other State,Other State,41,31,0,10,0,0,0,0,Cases from other States/UTs,""
392,MH,Maharashtra,MH_Palghar,Palghar,326,195,118,13,0,0,0,0,"",""
393,MH,Maharashtra,MH_Parbhani,Parbhani,2,0,1,1,0,0,0,0,"",""
394,MH,Maharashtra,MH_Pune,Pune,3161,1828,1163,170,0,0,0,0,"",""
395,MH,Maharashtra,MH_Raigad,Raigad,308,200,98,10,0,0,0,0,"",""
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,60,52,5,3,0,0,0,0,"",""
397,MH,Maharashtra,MH_Sangli,Sangli,41,12,28,1,0,0,0,0,"",""
398,MH,Maharashtra,MH_Satara,Satara,125,92,31,2,0,0,0,0,"",""
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,7,5,2,0,0,0,0,0,"",""
400,MH,Maharashtra,MH_Solapur,Solapur,320,252,47,21,0,0,0,0,"",""
401,MH,Maharashtra,MH_Thane,Thane,3065,2462,578,25,0,0,0,0,"",""
402,MH,Maharashtra,MH_Wardha,Wardha,1,0,0,1,0,0,0,0,"",""
403,MH,Maharashtra,MH_Washim,Washim,3,2,1,0,0,0,0,0,"Conf, Rec, Death #s are in line with MH dashboard. But, they have made active cases 0.",""
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,99,50,49,0,0,0,0,0,"",""
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,"",""
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,0,0,0,0,0,0,0,0,"",""
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,13,1,11,1,0,0,0,0,"",""
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,0,0,0,0,0,0,0,0,"",""
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,0,0,0,0,0,0,0,0,"",""
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,"",""
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,0,0,0,0,0,0,0,0,"",""
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,"",""
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,0,0,0,0,0,0,0,0,"",""
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,0,0,0,0,0,0,0,0,"",""
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,0,0,0,0,0,0,0,0,"",""
405,MN,Manipur,MN_Bishnupur,Bishnupur,0,0,0,0,0,0,0,0,"",""
406,MN,Manipur,MN_Chandel,Chandel,0,0,0,0,0,0,0,0,"",""
407,MN,Manipur,MN_Churachandpur,Churachandpur,0,0,0,0,0,0,0,0,"",""
408,MN,Manipur,MN_Imphal East,Imphal East,1,0,1,0,0,0,0,0,"",""
409,MN,Manipur,MN_Imphal West,Imphal West,1,0,1,0,0,0,0,0,"",""
410,MN,Manipur,MN_Jiribam,Jiribam,0,0,0,0,0,0,0,0,"",""
411,MN,Manipur,MN_Kakching,Kakching,0,0,0,0,0,0,0,0,"",""
412,MN,Manipur,MN_Kamjong,Kamjong,0,0,0,0,0,0,0,0,"",""
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,0,0,0,0,0,0,0,0,"",""
414,MN,Manipur,MN_Noney,Noney,0,0,0,0,0,0,0,0,"",""
415,MN,Manipur,MN_Pherzawl,Pherzawl,0,0,0,0,0,0,0,0,"",""
416,MN,Manipur,MN_Senapati,Senapati,0,0,0,0,0,0,0,0,"",""
417,MN,Manipur,MN_Tamenglong,Tamenglong,0,0,0,0,0,0,0,0,"",""
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,0,0,0,0,0,0,0,0,"",""
419,MN,Manipur,MN_Thoubal,Thoubal,0,0,0,0,0,0,0,0,"",""
420,MN,Manipur,MN_Ukhrul,Ukhrul,0,0,0,0,0,0,0,0,"",""
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,13,0,12,1,0,0,0,0,"",""
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,3,0,3,0,0,0,0,0,"",""
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,3,3,0,0,0,0,0,0,"",""
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,2,1,0,1,0,0,0,0,"",""
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,0,0,0,0,0,0,0,0,"",""
322,MP,Madhya Pradesh,MP_Barwani,Barwani,26,0,26,0,0,0,0,0,"",""
323,MP,Madhya Pradesh,MP_Betul,Betul,1,0,1,0,0,0,0,0,"",""
324,MP,Madhya Pradesh,MP_Bhind,Bhind,9,9,0,0,0,0,0,0,"",""
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,858,335,488,35,0,0,0,0,"",""
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,60,41,13,6,0,0,0,0,"",""
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,0,0,0,0,0,0,0,0,"",""
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,5,2,2,1,0,0,0,0,"",""
329,MP,Madhya Pradesh,MP_Damoh,Damoh,0,0,0,0,0,0,0,0,"",""
330,MP,Madhya Pradesh,MP_Datia,Datia,0,0,0,0,0,0,0,0,"",""
331,MP,Madhya Pradesh,MP_Dewas,Dewas,56,34,15,7,0,0,0,0,MP bulletin dated 28 Apr reduced total cases in Dewas by 1 upon reconcilation with Indore district,""
332,MP,Madhya Pradesh,MP_Dhar,Dhar,89,46,41,2,0,0,0,0,"State bulletin on 20th Apr reported 5 extra cases in Dhar distrct. This has been reconciled - MP Health Dept Bulletin, 22 Apr",""
333,MP,Madhya Pradesh,MP_Dindori,Dindori,2,1,1,0,0,0,0,0,"",""
335,MP,Madhya Pradesh,MP_Guna,Guna,1,1,0,0,0,0,0,0,"",""
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,31,25,5,1,0,0,0,0,"",""
337,MP,Madhya Pradesh,MP_Harda,Harda,3,0,3,0,0,0,0,0,"",""
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,37,3,31,3,0,0,0,0,"",""
339,MP,Madhya Pradesh,MP_Indore,Indore,2107,1038,974,95,0,0,0,0,"",""
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,147,92,47,8,0,0,0,0,"",""
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,2,2,0,0,0,0,0,0,"",""
342,MP,Madhya Pradesh,MP_Katni,Katni,0,0,0,0,0,0,0,0,"",""
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,80,34,38,8,0,0,0,0,"",""
368,MP,Madhya Pradesh,MP_Khargone,Khargone,95,34,53,8,0,0,0,0,MP Bulletin dated 25/04 reduced one case in Khargone as there was a repetition,""
343,MP,Madhya Pradesh,MP_Mandla,Mandla,1,1,0,0,0,0,0,0,"",""
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,56,45,7,4,0,0,0,0,"",""
345,MP,Madhya Pradesh,MP_Morena,Morena,25,8,17,0,0,0,0,0,MP Bulletin dated 25/04 reduced one case in Morena as there were repetitions,""
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,0,0,0,0,0,0,0,0,"",""
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,38,38,0,0,0,0,0,0,"",""
348,MP,Madhya Pradesh,MP_Niwari,Niwari,0,0,0,0,0,0,0,0,"",""
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,Cases from other states,""
349,MP,Madhya Pradesh,MP_Panna,Panna,1,1,0,0,0,0,0,0,"",""
350,MP,Madhya Pradesh,MP_Raisen,Raisen,65,20,42,3,0,0,0,0,"",""
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,0,0,0,0,0,0,0,0,"",""
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,28,9,19,0,0,0,0,0,"",""
353,MP,Madhya Pradesh,MP_Rewa,Rewa,3,2,1,0,0,0,0,0,"",""
354,MP,Madhya Pradesh,MP_Sagar,Sagar,10,4,5,1,0,0,0,0,"",""
355,MP,Madhya Pradesh,MP_Satna,Satna,7,6,0,1,0,0,0,0,"",""
356,MP,Madhya Pradesh,MP_Sehore,Sehore,4,3,0,1,0,0,0,0,"",""
357,MP,Madhya Pradesh,MP_Seoni,Seoni,1,1,0,0,0,0,0,0,"",""
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,3,0,3,0,0,0,0,0,"",""
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,8,1,6,1,0,0,0,0,"",""
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,4,0,4,0,0,0,0,0,"",""
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,3,1,2,0,0,0,0,0,"",""
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,1,1,0,0,0,0,0,0,"",""
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,0,0,0,0,0,0,0,0,"",""
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,3,1,2,0,0,0,0,0,"",""
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,269,94,130,45,0,0,0,0,"",""
366,MP,Madhya Pradesh,MP_Umaria,Umaria,0,0,0,0,0,0,0,0,"",""
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,13,0,13,0,0,0,0,0,"",""
432,MZ,Mizoram,MZ_Aizawl,Aizawl,1,0,1,0,0,0,0,0,"",""
433,MZ,Mizoram,MZ_Champhai,Champhai,0,0,0,0,0,0,0,0,"",""
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,"",""
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,0,0,0,0,0,0,0,0,"",""
434,MZ,Mizoram,MZ_Kolasib,Kolasib,0,0,0,0,0,0,0,0,"",""
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,0,0,0,0,0,0,0,0,"",""
436,MZ,Mizoram,MZ_Lunglei,Lunglei,0,0,0,0,0,0,0,0,"",""
437,MZ,Mizoram,MZ_Mamit,Mamit,0,0,0,0,0,0,0,0,"",""
438,MZ,Mizoram,MZ_Saiha,Saiha,0,0,0,0,0,0,0,0,"",""
728,MZ,Mizoram,MZ_Saitual,Saitual,0,0,0,0,0,0,0,0,"",""
439,MZ,Mizoram,MZ_Serchhip,Serchhip,0,0,0,0,0,0,0,0,"",""
440,NL,Nagaland,NL_Dimapur,Dimapur,0,0,0,0,0,0,0,0,"",""
441,NL,Nagaland,NL_Kiphire,Kiphire,0,0,0,0,0,0,0,0,"",""
442,NL,Nagaland,NL_Kohima,Kohima,0,0,0,0,0,0,0,0,"",""
443,NL,Nagaland,NL_Longleng,Longleng,0,0,0,0,0,0,0,0,"",""
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,"",""
445,NL,Nagaland,NL_Mon,Mon,0,0,0,0,0,0,0,0,"",""
446,NL,Nagaland,NL_Peren,Peren,0,0,0,0,0,0,0,0,"",""
447,NL,Nagaland,NL_Phek,Phek,0,0,0,0,0,0,0,0,"",""
448,NL,Nagaland,NL_Tuensang,Tuensang,0,0,0,0,0,0,0,0,"",""
449,NL,Nagaland,NL_Wokha,Wokha,0,0,0,0,0,0,0,0,"",""
450,NL,Nagaland,NL_Zunheboto,Zunheboto,0,0,0,0,0,0,0,0,"",""
451,OR,Odisha,OR_Angul,Angul,15,15,0,0,0,0,0,0,"",""
452,OR,Odisha,OR_Balangir,Balangir,2,2,0,0,0,0,0,0,"",""
453,OR,Odisha,OR_Balasore,Balasore,90,70,20,0,0,0,0,0,"",""
454,OR,Odisha,OR_Bargarh,Bargarh,0,0,0,0,0,0,0,0,"",""
456,OR,Odisha,OR_Bhadrak,Bhadrak,31,12,19,0,0,0,0,0,"",""
455,OR,Odisha,OR_Boudh,Boudh,4,4,0,0,0,0,0,0,"",""
457,OR,Odisha,OR_Cuttack,Cuttack,3,2,1,0,0,0,0,0,"",""
458,OR,Odisha,OR_Deogarh,Deogarh,1,0,1,0,0,0,0,0,"",""
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,1,0,1,0,0,0,0,0,"",""
460,OR,Odisha,OR_Gajapati,Gajapati,0,0,0,0,0,0,0,0,"",""
461,OR,Odisha,OR_Ganjam,Ganjam,210,207,2,1,0,0,0,0,"",""
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,5,5,0,0,0,0,0,0,"",""
463,OR,Odisha,OR_Jajpur,Jajpur,71,38,33,0,0,0,0,0,"",""
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,2,0,2,0,0,0,0,0,"",""
465,OR,Odisha,OR_Kalahandi,Kalahandi,2,0,2,0,0,0,0,0,"",""
466,OR,Odisha,OR_Kandhamal,Kandhamal,0,0,0,0,0,0,0,0,"",""
467,OR,Odisha,OR_Kendrapara,Kendrapara,9,7,2,0,0,0,0,0,"",""
468,OR,Odisha,OR_Kendujhar,Kendujhar,4,3,1,0,0,0,0,0,"",""
469,OR,Odisha,OR_Khordha,Khordha,50,3,45,2,0,0,0,0,Khorda (except Bhubaneswar municipal corporation) remains in Orange zone. Bhubaneswar municipal corporation is a red zone.,""
470,OR,Odisha,OR_Koraput,Koraput,1,0,1,0,0,0,0,0,"",""
471,OR,Odisha,OR_Malkangiri,Malkangiri,0,0,0,0,0,0,0,0,"",""
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,9,9,0,0,0,0,0,0,"",""
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,0,0,0,0,0,0,0,0,"",""
474,OR,Odisha,OR_Nayagarh,Nayagarh,1,1,0,0,0,0,0,0,"",""
475,OR,Odisha,OR_Nuapada,Nuapada,0,0,0,0,0,0,0,0,"",""
476,OR,Odisha,OR_Puri,Puri,4,3,1,0,0,0,0,0,"",""
477,OR,Odisha,OR_Rayagada,Rayagada,0,0,0,0,0,0,0,0,"",""
478,OR,Odisha,OR_Sambalpur,Sambalpur,0,0,0,0,0,0,0,0,"",""
479,OR,Odisha,OR_Subarnapur,Subarnapur,0,0,0,0,0,0,0,0,"",""
480,OR,Odisha,OR_Sundargarh,Sundargarh,23,11,12,0,0,0,0,0,"",""
485,PB,Punjab,PB_Amritsar,Amritsar,298,260,34,4,0,0,0,0,"",""
486,PB,Punjab,PB_Barnala,Barnala,21,19,1,1,0,0,0,0,"",""
487,PB,Punjab,PB_Bathinda,Bathinda,40,40,0,0,0,0,0,0,"",""
488,PB,Punjab,PB_Faridkot,Faridkot,46,42,4,0,0,0,0,0,"",""
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,56,54,2,0,0,0,0,0,"",""
490,PB,Punjab,PB_Fazilka,Fazilka,41,41,0,0,0,0,0,0,"",""
491,PB,Punjab,PB_Ferozepur,Ferozepur,44,42,1,1,0,0,0,0,"",""
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,121,120,0,1,0,0,0,0,"",""
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,92,82,6,4,0,0,0,0,"",""
494,PB,Punjab,PB_Jalandhar,Jalandhar,198,173,20,5,0,0,0,0,"",""
495,PB,Punjab,PB_Kapurthala,Kapurthala,27,23,2,2,0,0,0,0,"",""
496,PB,Punjab,PB_Ludhiana,Ludhiana,148,134,8,6,0,0,0,0,"",""
497,PB,Punjab,PB_Mansa,Mansa,32,26,6,0,0,0,0,0,"",""
498,PB,Punjab,PB_Moga,Moga,59,55,4,0,0,0,0,0,"",""
499,PB,Punjab,PB_Pathankot,Pathankot,29,17,11,1,0,0,0,0,"",""
500,PB,Punjab,PB_Patiala,Patiala,99,77,20,2,0,0,0,0,"",""
501,PB,Punjab,PB_Rupnagar,Rupnagar,56,53,2,1,0,0,0,0,"",""
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,102,42,57,3,0,0,0,0,"",""
503,PB,Punjab,PB_Sangrur,Sangrur,88,85,3,0,0,0,0,0,"",""
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,104,85,18,1,0,0,0,0,"",""
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,65,64,1,0,0,0,0,0,"",""
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,158,158,0,0,0,0,0,0,"",""
481,PY,Puducherry,PY_Karaikal,Karaikal,1,1,0,0,0,0,0,0,"",""
482,PY,Puducherry,PY_Mahe,Mahe,2,0,2,0,0,0,0,0,"",""
483,PY,Puducherry,PY_Puducherry,Puducherry,10,3,7,0,0,0,0,0,"",""
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,"",""
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,237,124,108,5,2,2,0,0,"",""
508,RJ,Rajasthan,RJ_Alwar,Alwar,33,24,7,2,1,1,0,0,"",""
509,RJ,Rajasthan,RJ_Banswara,Banswara,68,4,63,1,0,0,0,0,"",""
510,RJ,Rajasthan,RJ_Baran,Baran,3,2,1,0,0,0,0,0,"",""
511,RJ,Rajasthan,RJ_Barmer,Barmer,8,7,1,0,0,0,0,0,"",""
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,121,5,114,2,0,0,0,0,"",""
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,43,3,38,2,0,0,0,0,"",""
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,40,1,37,2,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,43,43,0,0,0,0,0,0,"",""
515,RJ,Rajasthan,RJ_Bundi,Bundi,0,0,0,0,0,0,0,0,"",""
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,142,122,18,2,0,0,0,0,"",""
517,RJ,Rajasthan,RJ_Churu,Churu,27,12,14,1,0,0,0,0,"",""
518,RJ,Rajasthan,RJ_Dausa,Dausa,28,7,21,0,0,0,0,0,"",""
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,24,19,5,0,0,0,0,0,"",""
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,13,8,5,0,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,Evacuees from other countries; They have been counted separatly by the state,""
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,0,0,0,0,0,0,0,0,"",""
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,12,1,11,0,0,0,0,0,"",""
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,Italian tourists who were tested positive in Rajasthan,""
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,1355,463,830,62,13,13,0,0,"",""
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,41,7,34,0,0,0,0,0,"",""
525,RJ,Rajasthan,RJ_Jalore,Jalore,44,43,0,1,2,2,0,0,"",""
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,47,2,45,0,0,0,0,0,"",""
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,47,5,42,0,0,0,0,0,"",""
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,926,291,619,16,7,7,0,0,"",""
529,RJ,Rajasthan,RJ_Karauli,Karauli,8,4,3,1,1,1,0,0,"",""
530,RJ,Rajasthan,RJ_Kota,Kota,270,58,201,11,1,1,0,0,"",""
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,155,37,115,3,16,14,2,0,"",""
0,RJ,Rajasthan,RJ_Other State,Other State,5,2,0,3,0,-1,0,1,"",""
532,RJ,Rajasthan,RJ_Pali,Pali,95,71,21,3,0,0,0,0,"",""
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,4,0,3,1,0,0,0,0,"",""
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,26,24,2,0,0,0,0,0,"",""
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,16,7,8,1,0,0,0,0,"",""
536,RJ,Rajasthan,RJ_Sikar,Sikar,15,10,3,2,3,3,0,0,"",""
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,14,14,0,0,0,0,0,0,"",""
538,RJ,Rajasthan,RJ_Tonk,Tonk,144,12,131,1,0,0,0,0,"",""
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,277,265,12,0,20,20,0,0,"",""
540,SK,Sikkim,SK_East District,East District,0,0,0,0,0,0,0,0,"",""
541,SK,Sikkim,SK_North District,North District,0,0,0,0,0,0,0,0,"",""
542,SK,Sikkim,SK_South District,South District,0,0,0,0,0,0,0,0,"",""
543,SK,Sikkim,SK_West District,West District,0,0,0,0,0,0,0,0,"",""
0,TG,Telangana,TG_Other State,Other State,21,21,0,0,0,0,0,0,"","""""Migrants"""" category mentioned in TG bulletin added to this header"
576,TG,Telangana,TG_Adilabad,Adilabad,21,6,15,0,0,0,0,0,"",""
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4,0,4,0,0,0,0,0,"",""
578,TG,Telangana,TG_Hyderabad,Hyderabad,827,504,300,23,0,0,0,0,"",""
579,TG,Telangana,TG_Jagtial,Jagtial,6,4,2,0,0,0,0,0,"",""
580,TG,Telangana,TG_Jangaon,Jangaon,3,2,1,0,0,0,0,0,"",""
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,"",""
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,45,19,25,1,0,0,0,0,"",""
583,TG,Telangana,TG_Kamareddy,Kamareddy,12,4,8,0,0,0,0,0,"",""
584,TG,Telangana,TG_Karimnagar,Karimnagar,19,3,16,0,0,0,0,0,"",""
585,TG,Telangana,TG_Khammam,Khammam,8,5,3,0,0,0,0,0,"",""
