SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
452,OR,Odisha,OR_Balangir,Balangir,121,65,56,0,0,5,3,2,0,NA,NA
453,OR,Odisha,OR_Balasore,Balasore,190,45,144,1,0,0,-4,4,0,NA,NA
454,OR,Odisha,OR_Bargarh,Bargarh,16,14,2,0,0,0,0,0,0,NA,NA
456,OR,Odisha,OR_Bhadrak,Bhadrak,140,17,123,0,0,0,-17,17,0,NA,NA
455,OR,Odisha,OR_Boudh,Boudh,34,1,33,0,0,0,0,0,0,NA,NA
457,OR,Odisha,OR_Cuttack,Cuttack,172,85,86,1,0,5,3,2,0,NA,NA
458,OR,Odisha,OR_Deogarh,Deogarh,33,9,24,0,0,0,0,0,0,NA,NA
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,35,20,15,0,0,2,-7,9,0,NA,NA
460,OR,Odisha,OR_Gajapati,Gajapati,61,28,33,0,0,0,-23,23,0,NA,NA
461,OR,Odisha,OR_Ganjam,Ganjam,598,184,410,4,0,1,-14,14,1,NA,NA
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,89,39,50,0,0,2,1,1,0,NA,NA
463,OR,Odisha,OR_Jajpur,Jajpur,319,66,253,0,0,7,7,0,0,NA,NA
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,8,1,7,0,0,0,-1,1,0,NA,NA
465,OR,Odisha,OR_Kalahandi,Kalahandi,27,12,15,0,0,0,0,0,0,NA,NA
466,OR,Odisha,OR_Kandhamal,Kandhamal,25,3,22,0,0,0,-9,9,0,NA,NA
467,OR,Odisha,OR_Kendrapara,Kendrapara,166,24,142,0,0,3,-7,10,0,NA,NA
468,OR,Odisha,OR_Kendujhar,Kendujhar,33,15,18,0,0,1,1,0,0,NA,NA
469,OR,Odisha,OR_Khordha,Khordha,244,106,133,5,0,18,-21,39,0,NA,NA
470,OR,Odisha,OR_Koraput,Koraput,16,9,7,0,0,2,2,0,0,NA,NA
471,OR,Odisha,OR_Malkangiri,Malkangiri,21,0,21,0,0,0,-2,2,0,NA,NA
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,70,54,16,0,0,0,0,0,0,NA,NA
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,2,0,2,0,0,0,-1,1,0,NA,NA
474,OR,Odisha,OR_Nayagarh,Nayagarh,87,22,65,0,0,4,-11,15,0,NA,NA
475,OR,Odisha,OR_Nuapada,Nuapada,69,33,36,0,0,1,-21,22,0,NA,NA
476,OR,Odisha,OR_Puri,Puri,101,16,85,0,0,1,0,1,0,NA,NA
477,OR,Odisha,OR_Rayagada,Rayagada,2,2,0,0,0,0,0,0,0,NA,NA
478,OR,Odisha,OR_Sambalpur,Sambalpur,16,8,8,0,0,0,0,0,0,NA,NA
479,OR,Odisha,OR_Subarnapur,Subarnapur,29,22,7,0,0,3,3,0,0,NA,NA
480,OR,Odisha,OR_Sundargarh,Sundargarh,99,43,56,0,0,18,12,6,0,NA,NA
485,PB,Punjab,PB_Amritsar,Amritsar,469,117,344,8,0,35,35,0,0,NA,NA
486,PB,Punjab,PB_Barnala,Barnala,26,4,21,1,0,1,1,0,0,NA,NA
487,PB,Punjab,PB_Bathinda,Bathinda,55,10,45,0,0,0,0,0,0,NA,NA
488,PB,Punjab,PB_Faridkot,Faridkot,72,11,61,0,0,3,3,0,0,NA,NA
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,70,13,57,0,0,1,1,0,0,NA,NA
490,PB,Punjab,PB_Fazilka,Fazilka,47,5,42,0,0,1,1,0,0,NA,NA
491,PB,Punjab,PB_Ferozepur,Ferozepur,46,0,45,1,0,0,0,0,0,NA,NA
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,151,16,132,3,0,3,3,0,0,NA,NA
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,135,14,116,5,0,1,1,0,0,NA,NA
494,PB,Punjab,PB_Jalandhar,Jalandhar,293,65,220,8,0,23,19,4,0,NA,NA
495,PB,Punjab,PB_Kapurthala,Kapurthala,40,4,33,3,0,0,0,0,0,NA,NA
496,PB,Punjab,PB_Ludhiana,Ludhiana,242,77,155,10,0,10,9,0,1,NA,NA
497,PB,Punjab,PB_Mansa,Mansa,34,2,32,0,0,0,0,0,0,NA,NA
498,PB,Punjab,PB_Moga,Moga,66,2,64,0,0,0,0,0,0,NA,NA
499,PB,Punjab,PB_Pathankot,Pathankot,88,34,50,4,0,2,-5,7,0,NA,NA
500,PB,Punjab,PB_Patiala,Patiala,133,22,109,2,0,7,4,3,0,NA,NA
501,PB,Punjab,PB_Rupnagar,Rupnagar,71,11,59,1,0,0,0,0,0,NA,NA
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,125,18,104,3,0,1,1,0,0,NA,NA
503,PB,Punjab,PB_Sangrur,Sangrur,109,13,96,0,0,5,5,0,0,NA,NA
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,107,5,101,1,0,0,0,0,0,NA,NA
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,70,4,66,0,0,0,0,0,0,NA,NA
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,159,4,154,1,0,0,0,0,0,NA,NA
481,PY,Puducherry,PY_Karaikal,Karaikal,2,0,2,0,0,0,0,0,0,NA,NA
482,PY,Puducherry,PY_Mahe,Mahe,4,0,4,0,0,0,0,0,0,NA,NA
483,PY,Puducherry,PY_Puducherry,Puducherry,113,70,43,0,0,12,11,1,0,NA,NA
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,0,NA,NA
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,365,46,310,9,0,2,-5,7,0,NA,NA
508,RJ,Rajasthan,RJ_Alwar,Alwar,83,29,52,2,0,1,1,0,0,NA,NA
509,RJ,Rajasthan,RJ_Banswara,Banswara,86,1,83,2,0,1,1,0,0,NA,NA
510,RJ,Rajasthan,RJ_Baran,Baran,59,48,8,3,0,1,0,0,1,NA,NA
511,RJ,Rajasthan,RJ_Barmer,Barmer,106,22,84,0,0,0,-1,1,0,NA,NA
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,672,476,189,7,0,63,24,39,0,NA,NA
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,170,42,125,3,0,4,-16,20,0,NA,NA
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,110,22,84,4,0,0,0,0,0,NA,NA
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,50,0,50,0,0,0,0,0,0,NA,NA
515,RJ,Rajasthan,RJ_Bundi,Bundi,5,5,0,0,0,1,1,0,0,NA,NA
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,195,22,169,4,0,4,1,3,0,NA,NA
517,RJ,Rajasthan,RJ_Churu,Churu,154,66,87,1,0,2,2,0,0,NA,NA
518,RJ,Rajasthan,RJ_Dausa,Dausa,69,22,46,1,0,5,5,0,0,NA,NA
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,69,17,51,1,0,3,2,1,0,NA,NA
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,374,70,304,0,0,0,0,0,0,NA,NA
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,NA,NA
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,8,2,6,0,0,1,1,0,0,NA,NA
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,30,9,21,0,0,0,-2,2,0,NA,NA
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,NA,NA
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,2226,276,1838,112,0,38,-5,37,6,NA,NA
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,74,7,67,0,0,0,0,0,0,NA,NA
525,RJ,Rajasthan,RJ_Jalore,Jalore,169,17,150,2,0,1,1,0,0,NA,NA
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,327,90,237,0,0,1,-74,75,0,NA,NA
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,161,25,135,1,0,3,0,3,0,NA,NA
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,1843,545,1277,21,0,81,56,25,0,NA,NA
529,RJ,Rajasthan,RJ_Karauli,Karauli,29,15,11,3,0,0,0,0,0,NA,NA
530,RJ,Rajasthan,RJ_Kota,Kota,512,94,400,18,0,6,6,0,0,NA,NA
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,503,92,402,9,0,9,-2,11,0,NA,NA
0,RJ,Rajasthan,RJ_Other State,Other State,34,22,0,12,0,6,6,0,0,NA,NA
532,RJ,Rajasthan,RJ_Pali,Pali,591,201,383,7,0,4,2,2,0,NA,NA
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,14,1,12,1,0,0,0,0,0,NA,NA
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,162,31,130,1,0,1,1,0,0,NA,NA
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,40,18,17,5,0,1,0,0,1,NA,NA
536,RJ,Rajasthan,RJ_Sikar,Sikar,284,95,184,5,0,11,5,6,0,NA,NA
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,200,96,101,3,0,5,-16,21,0,NA,NA
538,RJ,Rajasthan,RJ_Tonk,Tonk,175,11,163,1,0,6,6,0,0,NA,NA
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,587,71,515,1,0,1,1,0,0,NA,NA
540,SK,Sikkim,SK_East Sikkim,East Sikkim,3,3,0,0,0,0,0,0,0,NA,NA
541,SK,Sikkim,SK_North Sikkim,North Sikkim,0,0,0,0,0,0,0,0,0,NA,NA
542,SK,Sikkim,SK_South Sikkim,South Sikkim,1,1,0,0,0,0,0,0,0,NA,NA
543,SK,Sikkim,SK_West Sikkim,West Sikkim,0,0,0,0,0,0,0,0,0,NA,NA
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,NA,NA
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,NA,NA
576,TG,Telangana,TG_Adilabad,Adilabad,30,15,15,0,0,0,0,0,0,NA,NA
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,5,1,4,0,0,0,0,0,0,NA,NA
578,TG,Telangana,TG_Hyderabad,Hyderabad,2228,1900,305,23,0,132,132,0,0,NA,NA
579,TG,Telangana,TG_Jagtial,Jagtial,12,10,2,0,0,0,0,0,0,NA,NA
580,TG,Telangana,TG_Jangaon,Jangaon,6,5,1,0,0,0,0,0,0,NA,NA
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,0,NA,NA
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,46,20,25,1,0,0,0,0,0,NA,NA
583,TG,Telangana,TG_Kamareddy,Kamareddy,13,5,8,0,0,0,0,0,0,NA,NA
584,TG,Telangana,TG_Karimnagar,Karimnagar,23,7,16,0,0,1,1,0,0,NA,NA
585,TG,Telangana,TG_Khammam,Khammam,20,17,3,0,0,0,0,0,0,NA,NA
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,13,11,2,0,0,0,0,0,0,NA,NA
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,4,3,1,0,0,1,1,0,0,NA,NA
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,27,19,8,0,0,0,0,0,0,NA,NA
589,TG,Telangana,TG_Mancherial,Mancherial,4,3,0,1,0,0,0,0,0,NA,NA
590,TG,Telangana,TG_Medak,Medak,12,8,4,0,0,0,0,0,0,NA,NA
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,75,65,9,1,0,3,3,0,0,NA,NA
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,0,NA,NA
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,6,4,2,0,0,1,1,0,0,NA,NA
594,TG,Telangana,TG_Nalgonda,Nalgonda,23,11,12,0,0,0,0,0,0,NA,NA
595,TG,Telangana,TG_Narayanpet,Narayanpet,2,1,0,1,0,0,0,0,0,NA,NA
596,TG,Telangana,TG_Nirmal,Nirmal,26,13,13,0,0,0,0,0,0,NA,NA
597,TG,Telangana,TG_Nizamabad,Nizamabad,62,32,30,0,0,0,0,0,0,NA,NA
598,TG,Telangana,TG_Peddapalli,Peddapalli,3,2,1,0,0,0,0,0,0,NA,NA
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,5,3,2,0,0,0,0,0,0,NA,NA
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,167,148,17,2,0,12,12,0,0,NA,NA
601,TG,Telangana,TG_Sangareddy,Sangareddy,21,15,6,0,0,1,1,0,0,NA,NA
602,TG,Telangana,TG_Siddipet,Siddipet,3,2,1,0,0,1,1,0,0,NA,NA
603,TG,Telangana,TG_Suryapet,Suryapet,86,62,24,0,0,0,0,0,0,NA,NA
604,TG,Telangana,TG_Vikarabad,Vikarabad,40,24,15,1,0,0,0,0,0,NA,NA
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,1,1,0,0,0,0,0,0,0,NA,NA
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,0,NA,NA
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,33,10,23,0,0,0,0,0,0,NA,NA
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,9,9,0,0,0,2,2,0,0,NA,NA
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,280,221,59,0,0,0,-3,3,0,NA,NA
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,180,109,70,1,0,13,11,2,0,NA,NA
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,NA,NA
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,380,20,360,0,0,1,1,0,0,NA,NA
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,1853,1053,785,15,0,135,112,22,1,NA,NA
545,TN,Tamil Nadu,TN_Chennai,Chennai,22111,10944,10954,213,0,1156,759,382,15,NA,NA
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,159,13,145,1,0,3,3,0,0,NA,NA
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,482,38,443,1,0,6,2,4,0,NA,NA
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,14,6,8,0,0,2,2,0,0,NA,NA
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,167,41,124,2,0,11,11,0,0,NA,NA
550,TN,Tamil Nadu,TN_Erode,Erode,72,1,70,1,0,0,0,0,0,NA,NA
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,275,122,153,0,0,8,8,0,0,NA,NA
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,512,193,316,3,0,16,9,7,0,NA,NA
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,87,27,59,1,0,0,-5,5,0,NA,NA
553,TN,Tamil Nadu,TN_Karur,Karur,89,11,78,0,0,0,0,0,0,NA,NA
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,37,16,21,0,0,0,0,0,0,NA,NA
555,TN,Tamil Nadu,TN_Madurai,Madurai,313,75,235,3,0,14,8,6,0,NA,NA
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,81,30,51,0,0,0,0,0,0,NA,NA
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,85,7,77,1,0,0,0,0,0,NA,NA
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,14,0,14,0,0,0,0,0,0,NA,NA
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,143,3,140,0,0,0,-1,1,0,NA,NA
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,37,16,20,1,0,2,2,0,0,NA,NA
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,110,51,58,1,0,9,9,0,0,NA,NA
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,134,40,94,0,0,10,10,0,0,NA,NA
561,TN,Tamil Nadu,TN_Salem,Salem,222,75,147,0,0,3,-52,55,0,NA,NA
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,37,7,30,0,0,0,0,0,0,NA,NA
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,103,18,85,0,0,3,3,0,0,NA,NA
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,113,25,88,0,0,7,4,3,0,NA,NA
565,TN,Tamil Nadu,TN_Theni,Theni,124,17,105,2,0,3,3,0,0,NA,NA
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,1323,629,682,12,0,55,40,14,1,NA,NA
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,60,16,44,0,0,1,-1,2,0,NA,NA
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,340,146,192,2,0,14,-2,16,0,NA,NA
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,116,28,87,1,0,4,2,2,0,NA,NA
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,387,45,341,1,0,2,-11,13,0,NA,NA
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,43,12,31,0,0,6,4,2,0,NA,NA
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,114,0,114,0,0,0,0,0,0,NA,NA
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,492,250,240,2,0,6,-56,62,0,NA,NA
573,TN,Tamil Nadu,TN_Vellore,Vellore,66,25,38,3,0,9,8,0,1,NA,NA
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,380,53,325,2,0,11,9,2,0,NA,NA
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,152,36,116,0,0,5,4,1,0,NA,NA
609,TR,Tripura,TR_Dhalai,Dhalai,199,35,164,0,0,0,-1,1,0,NA,NA
610,TR,Tripura,TR_Gomati,Gomati,92,87,5,0,0,4,1,3,0,NA,NA
611,TR,Tripura,TR_Khowai,Khowai,26,22,4,0,0,0,-3,3,0,NA,NA
612,TR,Tripura,TR_North Tripura,North Tripura,14,10,4,0,0,0,0,0,0,NA,NA
613,TR,Tripura,TR_Sipahijala,Sipahijala,292,287,5,0,0,49,46,3,0,NA,NA
614,TR,Tripura,TR_South Tripura,South Tripura,68,66,2,0,0,0,-2,2,0,NA,NA
615,TR,Tripura,TR_Unokoti,Unokoti,50,49,1,0,0,0,0,0,0,NA,NA
616,TR,Tripura,TR_West Tripura,West Tripura,61,54,7,0,0,0,-7,7,0,NA,NA
617,UP,Uttar Pradesh,UP_Agra,Agra,956,111,795,50,0,17,6,9,2,NA,NA
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,200,85,99,16,0,15,14,1,0,NA,NA
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,85,43,39,3,0,1,-3,4,0,NA,NA
620,UP,Uttar Pradesh,UP_Amethi,Amethi,200,129,71,0,0,4,3,1,0,NA,NA
621,UP,Uttar Pradesh,UP_Amroha,Amroha,68,12,55,1,0,0,-5,5,0,NA,NA
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,45,20,24,1,0,6,6,0,0,NA,NA
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,138,57,78,3,0,10,-9,19,0,NA,NA
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,154,118,33,3,0,3,2,1,0,NA,NA
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,92,63,28,1,0,16,15,1,0,NA,NA
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,100,29,71,0,0,0,0,0,0,NA,NA
626,UP,Uttar Pradesh,UP_Ballia,Ballia,58,31,27,0,0,4,4,0,0,NA,NA
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,47,11,35,1,0,0,-3,3,0,NA,NA
628,UP,Uttar Pradesh,UP_Banda,Banda,27,2,24,1,0,0,0,0,0,NA,NA
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,179,40,138,1,0,9,9,0,0,NA,NA
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,68,30,36,2,0,1,-2,3,0,NA,NA
631,UP,Uttar Pradesh,UP_Basti,Basti,234,142,88,4,0,6,-26,32,0,NA,NA
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,74,59,15,0,0,0,-8,8,0,NA,NA
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,156,87,67,2,0,11,11,0,0,NA,NA
634,UP,Uttar Pradesh,UP_Budaun,Budaun,45,6,38,1,0,0,-3,3,0,NA,NA
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,207,101,101,5,0,37,37,0,0,NA,NA
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,30,14,15,1,0,1,1,0,0,NA,NA
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,64,36,26,2,0,0,0,0,0,NA,NA
638,UP,Uttar Pradesh,UP_Deoria,Deoria,133,86,46,1,0,9,3,6,0,NA,NA
639,UP,Uttar Pradesh,UP_Etah,Etah,51,29,18,4,0,0,-5,5,0,NA,NA
640,UP,Uttar Pradesh,UP_Etawah,Etawah,82,43,38,1,0,4,-2,6,0,NA,NA
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,54,32,21,1,0,0,0,0,0,NA,NA
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,69,31,38,0,0,8,5,3,0,NA,NA
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,316,75,223,18,0,3,-3,6,0,NA,NA
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,640,275,357,8,0,17,-3,20,0,NA,NA
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,449,167,273,9,0,46,21,25,0,NA,NA
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,162,92,70,0,0,5,5,0,0,NA,NA
648,UP,Uttar Pradesh,UP_Gonda,Gonda,86,34,52,0,0,4,2,2,0,NA,NA
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,130,86,37,7,0,4,-4,8,0,NA,NA
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,9,4,5,0,0,0,0,0,0,NA,NA
651,UP,Uttar Pradesh,UP_Hapur,Hapur,172,81,89,2,0,3,1,2,0,NA,NA
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,108,72,36,0,0,12,7,5,0,NA,NA
653,UP,Uttar Pradesh,UP_Hathras,Hathras,36,13,22,1,0,0,0,0,0,NA,NA
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,49,5,41,3,0,0,0,0,0,NA,NA
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,285,163,119,3,0,21,11,10,0,NA,NA
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,51,17,28,6,0,4,2,2,0,NA,NA
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,96,62,34,0,0,3,1,2,0,NA,NA
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,31,22,8,1,0,1,1,0,0,NA,NA
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,516,184,317,15,0,18,11,6,1,NA,NA
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,24,9,15,0,0,0,0,0,0,NA,NA
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,50,3,47,0,0,1,1,0,0,NA,NA
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,54,45,7,2,0,0,0,0,0,NA,NA
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,76,17,59,0,0,1,-4,5,0,NA,NA
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3,2,0,1,0,0,0,0,0,NA,NA
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,452,122,325,5,0,7,7,-1,1,NA,NA
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,84,49,34,1,0,4,0,4,0,NA,NA
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,15,6,8,1,0,1,1,0,0,NA,NA
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,78,48,28,2,0,1,1,0,0,NA,NA
669,UP,Uttar Pradesh,UP_Mathura,Mathura,99,29,64,6,0,0,-4,4,0,NA,NA
670,UP,Uttar Pradesh,UP_Mau,Mau,62,49,12,1,0,5,5,0,0,NA,NA
671,UP,Uttar Pradesh,UP_Meerut,Meerut,520,122,360,38,0,18,5,10,3,NA,NA
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,38,16,22,0,0,2,2,0,0,NA,NA
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,265,76,178,11,0,12,5,7,0,NA,NA
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,125,74,50,1,0,21,16,5,0,NA,NA
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,52,8,44,0,0,2,0,2,0,NA,NA
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,89,13,72,4,0,2,-2,4,0,NA,NA
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,127,45,79,3,0,5,3,2,0,NA,NA
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,78,16,61,1,0,4,4,0,0,NA,NA
679,UP,Uttar Pradesh,UP_Rampur,Rampur,202,41,159,2,0,5,3,2,0,NA,NA
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,268,44,224,0,0,2,2,0,0,NA,NA
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,143,72,70,1,0,9,6,3,0,NA,NA
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,141,81,54,6,0,5,5,0,0,NA,NA
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,45,26,19,0,0,6,5,1,0,NA,NA
684,UP,Uttar Pradesh,UP_Shamli,Shamli,51,10,41,0,0,1,-1,2,0,NA,NA
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,44,15,28,1,0,2,2,0,0,NA,NA
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,145,49,94,2,0,2,-14,16,0,NA,NA
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,44,4,40,0,0,0,-1,1,0,NA,NA
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,14,11,3,0,0,0,0,0,0,NA,NA
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,100,40,59,1,0,0,0,0,0,NA,NA
690,UP,Uttar Pradesh,UP_Unnao,Unnao,54,27,25,2,0,7,4,3,0,NA,NA
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,242,108,129,5,0,5,-4,9,0,NA,NA
692,UT,Uttarakhand,UT_Almora,Almora,73,25,47,1,0,0,0,0,0,NA,NA
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,33,22,11,0,0,6,6,0,0,NA,NA
694,UT,Uttarakhand,UT_Chamoli,Chamoli,33,22,11,0,0,0,0,0,0,NA,NA
695,UT,Uttarakhand,UT_Champawat,Champawat,46,38,7,1,0,1,1,0,0,NA,NA
696,UT,Uttarakhand,UT_Dehradun,Dehradun,369,285,71,9,4,11,8,1,2,NA,NA
