SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
355,MP,Madhya Pradesh,MP_Satna,Satna,3,2,0,1,0,0,0,0,"",
356,MP,Madhya Pradesh,MP_Sehore,Sehore,1,0,0,1,0,0,0,0,"",
357,MP,Madhya Pradesh,MP_Seoni,Seoni,0,0,0,0,0,0,0,0,"",
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,3,3,0,0,0,0,0,0,"",
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,8,1,6,1,0,0,0,0,"",
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,4,0,4,0,0,0,0,0,"",
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,3,1,2,0,0,0,0,0,"",
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,0,0,0,0,0,0,0,0,"",
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,0,0,0,0,0,0,0,0,"",
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,3,1,2,0,0,0,0,0,"",
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,237,98,94,45,0,0,0,0,"",
366,MP,Madhya Pradesh,MP_Umaria,Umaria,0,0,0,0,0,0,0,0,"",
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,13,0,13,0,0,0,0,0,"",
432,MZ,Mizoram,MZ_Aizawl,Aizawl,1,0,1,0,0,0,0,0,"",
433,MZ,Mizoram,MZ_Champhai,Champhai,0,0,0,0,0,0,0,0,"",
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,"",
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,0,0,0,0,0,0,0,0,"",
434,MZ,Mizoram,MZ_Kolasib,Kolasib,0,0,0,0,0,0,0,0,"",
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,0,0,0,0,0,0,0,0,"",
436,MZ,Mizoram,MZ_Lunglei,Lunglei,0,0,0,0,0,0,0,0,"",
437,MZ,Mizoram,MZ_Mamit,Mamit,0,0,0,0,0,0,0,0,"",
438,MZ,Mizoram,MZ_Saiha,Saiha,0,0,0,0,0,0,0,0,"",
728,MZ,Mizoram,MZ_Saitual,Saitual,0,0,0,0,0,0,0,0,"",
439,MZ,Mizoram,MZ_Serchhip,Serchhip,0,0,0,0,0,0,0,0,"",
440,NL,Nagaland,NL_Dimapur,Dimapur,0,0,0,0,0,0,0,0,"",
441,NL,Nagaland,NL_Kiphire,Kiphire,0,0,0,0,0,0,0,0,"",
442,NL,Nagaland,NL_Kohima,Kohima,0,0,0,0,0,0,0,0,"",
443,NL,Nagaland,NL_Longleng,Longleng,0,0,0,0,0,0,0,0,"",
444,NL,Nagaland,NL_Mokokchung,Mokokchung,0,0,0,0,0,0,0,0,"",
445,NL,Nagaland,NL_Mon,Mon,0,0,0,0,0,0,0,0,"",
446,NL,Nagaland,NL_Peren,Peren,0,0,0,0,0,0,0,0,"",
447,NL,Nagaland,NL_Phek,Phek,0,0,0,0,0,0,0,0,"",
448,NL,Nagaland,NL_Tuensang,Tuensang,0,0,0,0,0,0,0,0,"",
449,NL,Nagaland,NL_Wokha,Wokha,0,0,0,0,0,0,0,0,"",
450,NL,Nagaland,NL_Zunheboto,Zunheboto,0,0,0,0,0,0,0,0,"",
451,OR,Odisha,OR_Angul,Angul,15,15,0,0,0,0,0,0,"",
452,OR,Odisha,OR_Balangir,Balangir,2,2,0,0,0,0,0,0,"",
453,OR,Odisha,OR_Balasore,Balasore,42,33,9,0,0,0,0,0,"",
454,OR,Odisha,OR_Bargarh,Bargarh,0,0,0,0,0,0,0,0,"",
456,OR,Odisha,OR_Bhadrak,Bhadrak,31,19,12,0,0,0,0,0,"",
455,OR,Odisha,OR_Boudh,Boudh,3,3,0,0,0,0,0,0,"",
457,OR,Odisha,OR_Cuttack,Cuttack,2,1,1,0,0,0,0,0,"",
458,OR,Odisha,OR_Deogarh,Deogarh,1,1,0,0,0,0,0,0,"",
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,1,0,1,0,0,0,0,0,"",
460,OR,Odisha,OR_Gajapati,Gajapati,0,0,0,0,0,0,0,0,"",
461,OR,Odisha,OR_Ganjam,Ganjam,125,124,0,1,0,0,0,0,"",
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,5,5,0,0,0,0,0,0,"",
463,OR,Odisha,OR_Jajpur,Jajpur,60,58,2,0,0,0,0,0,"",
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,2,2,0,0,0,0,0,0,"",
465,OR,Odisha,OR_Kalahandi,Kalahandi,2,0,2,0,0,0,0,0,"",
466,OR,Odisha,OR_Kandhamal,Kandhamal,0,0,0,0,0,0,0,0,"",
467,OR,Odisha,OR_Kendrapara,Kendrapara,8,6,2,0,0,0,0,0,"",
468,OR,Odisha,OR_Kendujhar,Kendujhar,2,2,0,0,0,0,0,0,"",
469,OR,Odisha,OR_Khordha,Khordha,50,16,32,2,0,0,0,0,Khorda (except Bhubaneswar municipal corporation) remains in Orange zone. Bhubaneswar municipal corporation is a red zone.,
470,OR,Odisha,OR_Koraput,Koraput,1,1,0,0,0,0,0,0,"",
471,OR,Odisha,OR_Malkangiri,Malkangiri,0,0,0,0,0,0,0,0,"",
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,8,8,0,0,0,0,0,0,"",
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,0,0,0,0,0,0,0,0,"",
474,OR,Odisha,OR_Nayagarh,Nayagarh,1,1,0,0,0,0,0,0,"",
475,OR,Odisha,OR_Nuapada,Nuapada,0,0,0,0,0,0,0,0,"",
476,OR,Odisha,OR_Puri,Puri,3,2,1,0,0,0,0,0,"",
477,OR,Odisha,OR_Rayagada,Rayagada,0,0,0,0,0,0,0,0,"",
478,OR,Odisha,OR_Sambalpur,Sambalpur,0,0,0,0,0,0,0,0,"",
479,OR,Odisha,OR_Subarnapur,Subarnapur,0,0,0,0,0,0,0,0,"",
480,OR,Odisha,OR_Sundargarh,Sundargarh,13,7,6,0,0,0,0,0,"",
485,PB,Punjab,PB_Amritsar,Amritsar,296,285,8,3,0,0,0,0,"",
486,PB,Punjab,PB_Barnala,Barnala,21,19,1,1,0,0,0,0,"",
487,PB,Punjab,PB_Bathinda,Bathinda,40,40,0,0,0,0,0,0,"",
488,PB,Punjab,PB_Faridkot,Faridkot,45,42,3,0,0,0,0,0,"",
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,37,35,2,0,0,0,0,0,"",
490,PB,Punjab,PB_Fazilka,Fazilka,39,39,0,0,0,0,0,0,"",
491,PB,Punjab,PB_Ferozepur,Ferozepur,43,41,1,1,0,0,0,0,"",
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,115,114,0,1,0,0,0,0,"",
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,90,80,6,4,0,0,0,0,"",
494,PB,Punjab,PB_Jalandhar,Jalandhar,175,152,18,5,0,0,0,0,"",
495,PB,Punjab,PB_Kapurthala,Kapurthala,25,21,2,2,0,0,0,0,"",
496,PB,Punjab,PB_Ludhiana,Ludhiana,125,111,8,6,0,0,0,0,"",
497,PB,Punjab,PB_Mansa,Mansa,20,14,6,0,0,0,0,0,"",
498,PB,Punjab,PB_Moga,Moga,57,53,4,0,0,0,0,0,"",
499,PB,Punjab,PB_Pathankot,Pathankot,29,17,11,1,0,0,0,0,"",
500,PB,Punjab,PB_Patiala,Patiala,97,77,18,2,0,0,0,0,"",
501,PB,Punjab,PB_Rupnagar,Rupnagar,53,50,2,1,0,0,0,0,"",
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,102,45,54,3,0,0,0,0,"",
503,PB,Punjab,PB_Sangrur,Sangrur,88,85,3,0,0,0,0,0,"",
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,104,85,18,1,0,0,0,0,"",
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,65,64,1,0,0,0,0,0,"",
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,157,157,0,0,0,0,0,0,"",
481,PY,Puducherry,PY_Karaikal,Karaikal,1,1,0,0,0,0,0,0,"",
482,PY,Puducherry,PY_Mahe,Mahe,2,0,2,0,0,0,0,0,"",
483,PY,Puducherry,PY_Puducherry,Puducherry,9,3,6,0,0,0,0,0,"",
484,PY,Puducherry,PY_Yanam,Yanam,0,0,0,0,0,0,0,0,"",
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,220,148,68,4,0,0,0,0,"",
508,RJ,Rajasthan,RJ_Alwar,Alwar,20,13,6,1,0,0,0,0,"",
509,RJ,Rajasthan,RJ_Banswara,Banswara,66,3,62,1,0,0,0,0,"",
510,RJ,Rajasthan,RJ_Baran,Baran,3,3,0,0,0,0,0,0,"",
511,RJ,Rajasthan,RJ_Barmer,Barmer,4,3,1,0,0,0,0,0,"",
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,116,7,107,2,0,0,0,0,"",
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,43,6,35,2,0,0,0,0,"",
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,39,2,36,1,0,0,0,0,"",
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,42,42,0,0,0,0,0,0,"",
515,RJ,Rajasthan,RJ_Bundi,Bundi,0,0,0,0,0,0,0,0,"",
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,136,128,6,2,0,0,0,0,"",
517,RJ,Rajasthan,RJ_Churu,Churu,17,2,14,1,0,0,0,0,"",
518,RJ,Rajasthan,RJ_Dausa,Dausa,22,1,21,0,0,0,0,0,"",
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,21,16,5,0,0,0,0,0,"",
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,10,5,5,0,0,0,0,0,"",
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,Evacuees from other countries; They have been counted separatly by the state,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,0,0,0,0,0,0,0,0,"",
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,11,0,11,0,0,0,0,0,"",
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,Italian tourists who were tested positive in Rajasthan,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,1219,390,772,57,0,0,0,0,"",
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,35,1,34,0,0,0,0,0,"",
525,RJ,Rajasthan,RJ_Jalore,Jalore,8,8,0,0,0,0,0,0,"",
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,47,6,41,0,0,0,0,0,"",
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,42,0,42,0,0,0,0,0,"",
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,873,416,441,16,0,0,0,0,"",
529,RJ,Rajasthan,RJ_Karauli,Karauli,5,1,3,1,0,0,0,0,"",
530,RJ,Rajasthan,RJ_Kota,Kota,250,56,183,11,0,0,0,0,"",
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,122,11,109,2,0,0,0,0,"",
0,RJ,Rajasthan,RJ_Other State,Other State,2,0,0,2,0,0,0,0,"",
532,RJ,Rajasthan,RJ_Pali,Pali,62,44,18,0,0,0,0,0,"",
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,4,1,2,1,0,0,0,0,"",
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,16,14,2,0,0,0,0,0,"",
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,10,1,8,1,0,0,0,0,"",
536,RJ,Rajasthan,RJ_Sikar,Sikar,9,4,3,2,0,0,0,0,"",
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,4,4,0,0,0,0,0,0,"",
538,RJ,Rajasthan,RJ_Tonk,Tonk,140,8,131,1,0,0,0,0,"",
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,133,121,12,0,0,0,0,0,"",
540,SK,Sikkim,SK_East District,East District,0,0,0,0,0,0,0,0,"",
541,SK,Sikkim,SK_North District,North District,0,0,0,0,0,0,0,0,"",
542,SK,Sikkim,SK_South District,South District,0,0,0,0,0,0,0,0,"",
543,SK,Sikkim,SK_West District,West District,0,0,0,0,0,0,0,0,"",
0,TG,Telangana,TG_Other State,Other State,11,11,0,0,0,0,0,0,"",
576,TG,Telangana,TG_Adilabad,Adilabad,21,6,15,0,0,0,0,0,"",
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,4,0,4,0,0,0,0,0,"",
578,TG,Telangana,TG_Hyderabad,Hyderabad,680,414,245,21,0,0,0,0,"",
579,TG,Telangana,TG_Jagtial,Jagtial,4,2,2,0,0,0,0,0,"",
580,TG,Telangana,TG_Jangaon,Jangaon,3,2,1,0,0,0,0,0,"",
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,3,3,0,0,0,0,0,0,"",
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,45,19,25,1,0,0,0,0,"",
583,TG,Telangana,TG_Kamareddy,Kamareddy,12,4,8,0,0,0,0,0,"",
584,TG,Telangana,TG_Karimnagar,Karimnagar,19,4,15,0,0,0,0,0,"",
585,TG,Telangana,TG_Khammam,Khammam,8,5,3,0,0,0,0,0,"",
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,7,7,0,0,0,0,0,0,"",
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,1,0,1,0,0,0,0,0,"",
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,11,3,8,0,0,0,0,0,"",
589,TG,Telangana,TG_Mancherial,Mancherial,1,0,0,1,0,0,0,0,"",
590,TG,Telangana,TG_Medak,Medak,5,1,4,0,0,0,0,0,"",
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,22,14,7,1,0,0,0,0,"",
592,TG,Telangana,TG_Mulugu,Mulugu,2,0,2,0,0,0,0,0,"",
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,2,0,2,0,0,0,0,0,"",
594,TG,Telangana,TG_Nalgonda,Nalgonda,17,5,12,0,0,0,0,0,"",
595,TG,Telangana,TG_Narayanpet,Narayanpet,1,0,0,1,0,0,0,0,"",
596,TG,Telangana,TG_Nirmal,Nirmal,20,8,12,0,0,0,0,0,"",
597,TG,Telangana,TG_Nizamabad,Nizamabad,61,31,30,0,0,0,0,0,"",
598,TG,Telangana,TG_Peddapalli,Peddapalli,2,1,1,0,0,0,0,0,"",
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,3,1,2,0,0,0,0,0,"",
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,36,20,14,2,0,0,0,0,"",
601,TG,Telangana,TG_Sangareddy,Sangareddy,7,1,6,0,0,0,0,0,"",
602,TG,Telangana,TG_Siddipet,Siddipet,1,0,1,0,0,0,0,0,"",
603,TG,Telangana,TG_Suryapet,Suryapet,83,66,17,0,0,0,0,0,"",
604,TG,Telangana,TG_Vikarabad,Vikarabad,37,22,14,1,0,0,0,0,"",
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,0,0,0,0,0,0,0,0,"",
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,0,0,0,0,0,0,0,0,"",
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,27,5,22,0,0,0,0,0,"",
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,0,0,0,0,0,0,0,0,"",
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,265,259,6,0,0,0,0,0,"",
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,261,202,56,3,0,0,0,0,"",
545,TN,Tamil Nadu,TN_Chennai,Chennai,3834,3166,639,29,0,0,0,0,"",
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,146,5,140,1,0,0,0,0,"",
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,394,367,27,0,0,0,0,0,"",
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,4,3,1,0,0,0,0,0,"",
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,108,28,79,1,0,0,0,0,"",
550,TN,Tamil Nadu,TN_Erode,Erode,70,0,69,1,0,0,0,0,"",
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,55,50,5,0,0,0,0,0,"",
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,121,100,20,1,0,0,0,0,"",
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,25,9,16,0,0,0,0,0,"",
553,TN,Tamil Nadu,TN_Karur,Karur,47,5,42,0,0,0,0,0,"",
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,20,20,0,0,0,0,0,0,"",
555,TN,Tamil Nadu,TN_Madurai,Madurai,118,43,73,2,0,0,0,0,"",
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,45,1,44,0,0,0,0,0,"",
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,77,21,56,0,0,0,0,0,"",
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,15,4,11,0,0,0,0,0,"",
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,113,108,5,0,0,0,0,0,"",
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,6,5,1,0,0,0,0,0,"",
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,27,10,16,1,0,0,0,0,"",
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,65,27,38,0,0,0,0,0,"",
561,TN,Tamil Nadu,TN_Salem,Salem,35,6,29,0,0,0,0,0,"",
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,12,0,12,0,0,0,0,0,"",
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,49,28,21,0,0,0,0,0,"",
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,61,14,47,0,0,0,0,0,"",
565,TN,Tamil Nadu,TN_Theni,Theni,60,17,42,1,0,0,0,0,"",
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,346,281,63,2,0,0,0,0,"",
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,33,8,25,0,0,0,0,0,"",
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,30,3,26,1,0,0,0,0,"",
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,63,13,50,0,0,0,0,0,"",
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,93,29,63,1,0,0,0,0,"",
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,28,10,18,0,0,0,0,0,"",
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,114,2,112,0,0,0,0,0,"",
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,83,70,13,0,0,0,0,0,"",
573,TN,Tamil Nadu,TN_Vellore,Vellore,33,15,17,1,0,0,0,0,"",
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,308,264,42,2,0,0,0,0,"",
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,40,5,35,0,0,0,0,0,"",
609,TR,Tripura,TR_Dhalai,Dhalai,149,149,0,0,0,0,0,0,"",
610,TR,Tripura,TR_Gomati,Gomati,1,0,1,0,0,0,0,0,"",
611,TR,Tripura,TR_Khowai,Khowai,0,0,0,0,0,0,0,0,"",
612,TR,Tripura,TR_North Tripura,North Tripura,1,0,1,0,0,0,0,0,"",
613,TR,Tripura,TR_Sipahijala,Sipahijala,0,0,0,0,0,0,0,0,"",
614,TR,Tripura,TR_South Tripura,South Tripura,0,0,0,0,0,0,0,0,"",
615,TR,Tripura,TR_Unokoti,Unokoti,0,0,0,0,0,0,0,0,"",
616,TR,Tripura,TR_West Tripura,West Tripura,0,0,0,0,0,0,0,0,"",
617,UP,Uttar Pradesh,UP_Agra,Agra,756,465,267,24,0,0,0,0,"",
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,55,41,11,3,0,0,0,0,"",
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,0,0,0,0,0,0,0,0,"",
620,UP,Uttar Pradesh,UP_Amethi,Amethi,6,6,0,0,0,0,0,0,"",
621,UP,Uttar Pradesh,UP_Amroha,Amroha,32,5,26,1,0,0,0,0,"",
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,13,1,12,0,0,0,0,0,"",
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,2,2,0,0,0,0,0,0,"",
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,9,1,8,0,0,0,0,0,"",
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,21,5,16,0,0,0,0,0,"",
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,24,16,8,0,0,0,0,0,"",
626,UP,Uttar Pradesh,UP_Ballia,Ballia,0,0,0,0,0,0,0,0,"",
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,2,1,1,0,0,0,0,0,"",
628,UP,Uttar Pradesh,UP_Banda,Banda,20,17,3,0,0,0,0,0,"",
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,2,1,1,0,0,0,0,0,"",
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,11,3,7,1,0,0,0,0,"",
631,UP,Uttar Pradesh,UP_Basti,Basti,38,13,24,1,0,0,0,0,"",
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,3,2,1,0,0,0,0,0,"",
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,43,18,24,1,0,0,0,0,"",
634,UP,Uttar Pradesh,UP_Budaun,Budaun,17,4,13,0,0,0,0,0,"",
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,69,25,43,1,0,0,0,0,"",
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,0,0,0,0,0,0,0,0,"",
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,6,6,0,0,0,0,0,0,"",
638,UP,Uttar Pradesh,UP_Deoria,Deoria,3,3,0,0,0,0,0,0,"",
639,UP,Uttar Pradesh,UP_Etah,Etah,10,6,3,1,0,0,0,0,"",
640,UP,Uttar Pradesh,UP_Etawah,Etawah,2,0,2,0,0,0,0,0,"",
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,1,1,0,0,0,0,0,0,"",
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,3,3,0,0,0,0,0,0,"",
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,194,107,83,4,0,0,0,0,"",
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,224,101,121,2,0,0,0,0,"",
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,141,64,75,2,0,0,0,0,"",
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,7,1,6,0,0,0,0,0,"",
648,UP,Uttar Pradesh,UP_Gonda,Gonda,12,10,2,0,0,0,0,0,"",
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,4,4,0,0,0,0,0,0,"",
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1,1,0,0,0,0,0,0,"",
651,UP,Uttar Pradesh,UP_Hapur,Hapur,56,35,21,0,0,0,0,0,"",
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,2,0,2,0,0,0,0,0,"",
653,UP,Uttar Pradesh,UP_Hathras,Hathras,9,5,4,0,0,0,0,0,"",
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,30,30,0,0,0,0,0,0,"",
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,8,3,5,0,0,0,0,0,"",
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,25,23,0,2,0,0,0,0,"",
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,8,4,4,0,0,0,0,0,"",
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,3,2,0,1,0,0,0,0,"",
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,301,242,53,6,0,0,0,0,"",
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,6,3,3,0,0,0,0,0,"",
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,2,0,2,0,0,0,0,0,"",
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,3,3,0,0,0,0,0,0,"",
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,4,0,4,0,0,0,0,0,"",
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,1,1,0,0,0,0,0,0,"",
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,250,70,179,1,0,0,0,0,"",
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,7,1,6,0,0,0,0,0,"",
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,2,2,0,0,0,0,0,0,"",
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,12,7,4,1,0,0,0,0,"",
669,UP,Uttar Pradesh,UP_Mathura,Mathura,54,44,6,4,0,0,0,0,"",
670,UP,Uttar Pradesh,UP_Mau,Mau,1,0,1,0,0,0,0,0,"",
671,UP,Uttar Pradesh,UP_Meerut,Meerut,242,164,65,13,0,0,0,0,"",
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,7,4,3,0,0,0,0,0,"",
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,126,29,90,7,0,0,0,0,"",
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,26,7,19,0,0,0,0,0,"",
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,4,1,3,0,0,0,0,0,"",
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,12,6,6,0,0,0,0,0,"",
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,18,16,1,1,0,0,0,0,"",
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,48,15,33,0,0,0,0,0,"",
679,UP,Uttar Pradesh,UP_Rampur,Rampur,28,8,20,0,0,0,0,0,"",
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,204,77,127,0,0,0,0,0,"",
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,28,22,6,0,0,0,0,0,"",
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,30,28,2,0,0,0,0,0,"",
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,1,0,1,0,0,0,0,0,"",
684,UP,Uttar Pradesh,UP_Shamli,Shamli,31,4,27,0,0,0,0,0,"",
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,12,8,3,1,0,0,0,0,"",
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,19,19,0,0,0,0,0,0,"",
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,22,3,19,0,0,0,0,0,"",
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,1,1,0,0,0,0,0,0,"",
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,5,4,1,0,0,0,0,0,"",
690,UP,Uttar Pradesh,UP_Unnao,Unnao,5,4,1,0,0,0,0,0,"",
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,83,61,21,1,0,0,0,0,"",
692,UT,Uttarakhand,UT_Almora,Almora,1,0,1,0,0,0,0,0,"",
