SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
98,BR,Bihar,BR_Nawada,Nawada,5,2,3,0,0,0,0,0,"",
100,BR,Bihar,BR_Patna,Patna,52,31,21,0,0,0,0,0,"",
102,BR,Bihar,BR_Purnia,Purnia,2,2,0,0,0,0,0,0,"",
103,BR,Bihar,BR_Rohtas,Rohtas,59,18,40,1,0,0,0,0,"",
104,BR,Bihar,BR_Saharsa,Saharsa,9,9,0,0,7,7,0,0,"",
105,BR,Bihar,BR_Samastipur,Samastipur,7,7,0,0,0,0,0,0,"",
106,BR,Bihar,BR_Saran,Saran,8,2,6,0,0,0,0,0,"",
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,2,2,0,0,0,0,0,0,"",
108,BR,Bihar,BR_Sheohar,Sheohar,3,3,0,0,0,0,0,0,"",
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,6,4,1,1,0,0,0,0,"",
110,BR,Bihar,BR_Siwan,Siwan,33,7,26,0,0,0,0,0,"",
111,BR,Bihar,BR_Supaul,Supaul,1,1,0,0,0,0,0,0,"",
112,BR,Bihar,BR_Vaishali,Vaishali,4,1,2,1,0,0,0,0,"",
99,BR,Bihar,BR_West Champaran,West Champaran,11,8,3,0,0,0,0,0,"",
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,169,143,24,2,0,0,0,0,"",
114,CT,Chhattisgarh,CT_Balod,Balod,0,0,0,0,0,0,0,0,"",
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,0,0,0,0,0,0,0,0,"",
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,0,0,0,0,0,0,0,0,"",
117,CT,Chhattisgarh,CT_Bametara,Bametara,0,0,0,0,0,0,0,0,"",
118,CT,Chhattisgarh,CT_Bastar,Bastar,0,0,0,0,0,0,0,0,"",
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,"",
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,1,0,1,0,0,0,0,0,"",
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,"",
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,0,0,0,0,0,0,0,0,"",
123,CT,Chhattisgarh,CT_Durg,Durg,10,8,2,0,0,0,0,0,"",
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,0,0,0,0,0,0,0,0,"",
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,0,0,0,0,0,0,0,0,"",
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,0,0,0,0,0,0,0,0,"",
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,6,3,3,0,0,0,0,0,"",
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,"",
129,CT,Chhattisgarh,CT_Korba,Korba,28,0,28,0,0,0,0,0,"",
130,CT,Chhattisgarh,CT_Koriya,Koriya,0,0,0,0,0,0,0,0,"",
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,0,0,0,0,0,0,0,0,"",
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,0,0,0,0,0,0,0,0,"",
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,"",
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,0,0,0,0,0,0,0,0,"",
135,CT,Chhattisgarh,CT_Raipur,Raipur,7,1,6,0,0,0,0,0,"",
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,1,0,1,0,0,0,0,0,"",
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,"",
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,6,4,2,0,0,0,0,0,"",
139,CT,Chhattisgarh,CT_Surguja,Surguja,0,0,0,0,0,0,0,0,"",
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,0,0,0,0,0,0,0,0,"",
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,"",
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,"",
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,"",
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,"",
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,"",
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,"",
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,"",
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,"",
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,"",
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,"",
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,"",
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,1,1,0,0,0,0,0,0,"",
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,"",
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,"",
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,"",
156,GA,Goa,GA_South Goa,South Goa,1,0,1,0,0,0,0,0,"",
0,GJ,Gujarat,GJ_Other State,Other State,1,1,0,0,0,0,0,0,"",
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,5540,4070,1107,363,0,0,0,0,"",
158,GJ,Gujarat,GJ_Amreli,Amreli,0,0,0,0,0,0,0,0,"",
159,GJ,Gujarat,GJ_Anand,Anand,77,25,46,6,0,0,0,0,"",
160,GJ,Gujarat,GJ_Aravalli,Aravalli,71,53,16,2,0,0,0,0,"",
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,77,49,25,3,0,0,0,0,"",
162,GJ,Gujarat,GJ_Bharuch,Bharuch,28,1,25,2,0,0,0,0,"",
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,94,61,27,6,0,0,0,0,"",
164,GJ,Gujarat,GJ_Botad,Botad,53,39,13,1,0,0,0,0,"",
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,14,1,13,0,0,0,0,0,"",
167,GJ,Gujarat,GJ_Dahod,Dahod,20,18,2,0,0,0,0,0,"",
187,GJ,Gujarat,GJ_Dang,Dang,2,1,1,0,0,0,0,0,"",
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,4,4,0,0,0,0,0,0,"",
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,119,94,20,5,0,0,0,0,"",
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,4,1,3,0,0,0,0,0,"",
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,23,21,0,2,0,0,0,0,"",
171,GJ,Gujarat,GJ_Junagadh,Junagadh,2,2,0,0,0,0,0,0,"",
173,GJ,Gujarat,GJ_Kheda,Kheda,29,24,4,1,0,0,0,0,"",
172,GJ,Gujarat,GJ_Kutch,Kutch,7,1,5,1,0,0,0,0,"",
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,44,35,8,1,0,0,0,0,"",
174,GJ,Gujarat,GJ_Mehsana,Mehsana,42,33,8,1,0,0,0,0,"",
176,GJ,Gujarat,GJ_Morbi,Morbi,1,0,1,0,0,0,0,0,"",
177,GJ,Gujarat,GJ_Narmada,Narmada,12,0,12,0,0,0,0,0,"",
178,GJ,Gujarat,GJ_Navsari,Navsari,8,1,7,0,0,0,0,0,"",
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,59,46,9,4,0,0,0,0,"",
180,GJ,Gujarat,GJ_Patan,Patan,24,8,15,1,0,0,0,0,"",
181,GJ,Gujarat,GJ_Porbandar,Porbandar,3,0,3,0,0,0,0,0,"",
182,GJ,Gujarat,GJ_Rajkot,Rajkot,66,39,26,1,0,0,0,0,"",
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,17,12,3,2,0,0,0,0,"",
184,GJ,Gujarat,GJ_Surat,Surat,854,381,435,38,0,0,0,0,"",
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,1,0,1,0,0,0,0,0,"",
186,GJ,Gujarat,GJ_Tapi,Tapi,2,0,2,0,0,0,0,0,"",
188,GJ,Gujarat,GJ_Vadodara,Vadodara,493,212,250,31,0,0,0,0,"",
189,GJ,Gujarat,GJ_Valsad,Valsad,6,1,4,1,0,0,0,0,"",
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,0,0,0,0,0,0,0,0,"",
213,HP,Himachal Pradesh,HP_Chamba,Chamba,9,3,6,0,0,0,0,0,"",
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,4,2,2,0,0,0,0,0,"",
215,HP,Himachal Pradesh,HP_Kangra,Kangra,8,3,4,1,0,0,0,0,"",
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,0,0,0,0,0,0,0,0,"",
217,HP,Himachal Pradesh,HP_Kullu,Kullu,0,0,0,0,0,0,0,0,"",
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,"",
219,HP,Himachal Pradesh,HP_Mandi,Mandi,2,1,0,1,0,0,0,0,"",
220,HP,Himachal Pradesh,HP_Shimla,Shimla,1,1,0,0,0,0,0,0,"",
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,2,0,2,0,0,0,0,0,"",
222,HP,Himachal Pradesh,HP_Solan,Solan,9,0,5,1,0,0,0,0,Active cases different due to migrated cases,
223,HP,Himachal Pradesh,HP_Una,Una,17,1,16,0,0,0,0,0,"",
190,HR,Haryana,HR_Ambala,Ambala,41,28,11,2,0,0,0,0,"",
191,HR,Haryana,HR_Bhiwani,Bhiwani,3,0,3,0,0,0,0,0,"",
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,1,0,1,0,0,0,0,0,"",
193,HR,Haryana,HR_Faridabad,Faridabad,88,31,55,2,0,0,0,0,"",
194,HR,Haryana,HR_Fatehabad,Fatehabad,7,6,1,0,0,0,0,0,"",
195,HR,Haryana,HR_Gurugram,Gurugram,142,91,51,0,0,0,0,0,"",
196,HR,Haryana,HR_Hisar,Hisar,4,1,3,0,0,0,0,0,"",
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,Italian tourists who were treated in Haryana,
197,HR,Haryana,HR_Jhajjar,Jhajjar,74,64,10,0,0,0,0,0,"",
198,HR,Haryana,HR_Jind,Jind,17,15,2,0,0,0,0,0,"",
199,HR,Haryana,HR_Kaithal,Kaithal,2,0,2,0,0,0,0,0,"",
200,HR,Haryana,HR_Karnal,Karnal,14,8,5,1,0,0,0,0,"",
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,2,0,2,0,0,0,0,0,"",
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,4,4,0,0,0,0,0,0,"",
203,HR,Haryana,HR_Nuh,Nuh,59,2,57,0,0,0,0,0,"",
204,HR,Haryana,HR_Palwal,Palwal,36,4,32,0,0,0,0,0,"",
205,HR,Haryana,HR_Panchkula,Panchkula,20,3,17,0,0,0,0,0,"",
206,HR,Haryana,HR_Panipat,Panipat,36,27,6,3,0,0,0,0,"",
207,HR,Haryana,HR_Rewari,Rewari,3,3,0,0,0,0,0,0,"",
208,HR,Haryana,HR_Rohtak,Rohtak,4,1,2,1,0,0,0,0,"",
209,HR,Haryana,HR_Sirsa,Sirsa,7,3,4,0,0,0,0,0,"",
210,HR,Haryana,HR_Sonipat,Sonipat,89,80,9,0,0,0,0,0,"",
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,8,5,3,0,0,0,0,0,"",
246,JH,Jharkhand,JH_Bokaro,Bokaro,10,0,9,1,0,0,0,0,"",
247,JH,Jharkhand,JH_Chatra,Chatra,0,0,0,0,0,0,0,0,"",
248,JH,Jharkhand,JH_Deoghar,Deoghar,4,2,2,0,0,0,0,0,"",
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,4,2,2,0,0,0,0,0,"",
250,JH,Jharkhand,JH_Dumka,Dumka,2,2,0,0,0,0,0,0,"",
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,0,0,0,0,0,0,0,0,"",
251,JH,Jharkhand,JH_Garhwa,Garhwa,23,21,2,0,0,0,0,0,"",
252,JH,Jharkhand,JH_Giridih,Giridih,1,0,1,0,0,0,0,0,"",
253,JH,Jharkhand,JH_Godda,Godda,1,1,0,0,0,0,0,0,"",
254,JH,Jharkhand,JH_Gumla,Gumla,0,0,0,0,0,0,0,0,"",
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,3,0,3,0,0,0,0,0,"",
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,2,0,0,0,0,0,0,"",
257,JH,Jharkhand,JH_Khunti,Khunti,0,0,0,0,0,0,0,0,"",
258,JH,Jharkhand,JH_Koderma,Koderma,3,2,1,0,0,0,0,0,"",
259,JH,Jharkhand,JH_Latehar,Latehar,0,0,0,0,0,0,0,0,"",
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,0,0,0,0,0,0,0,0,"",
261,JH,Jharkhand,JH_Pakur,Pakur,0,0,0,0,0,0,0,0,"",
262,JH,Jharkhand,JH_Palamu,Palamu,8,5,3,0,0,0,0,0,"",
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,0,0,0,0,0,0,0,0,"",
266,JH,Jharkhand,JH_Ranchi,Ranchi,93,38,53,2,0,0,0,0,"",
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,0,0,0,0,0,0,0,0,"",
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,0,0,0,0,0,0,0,0,"",
269,JH,Jharkhand,JH_Simdega,Simdega,2,0,2,0,0,0,0,0,"",
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,0,0,0,0,0,0,0,0,"",
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,122,120,1,1,0,0,0,0,"",
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,134,58,75,1,0,0,0,0,"",
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,106,58,45,3,0,0,0,0,"",
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,46,33,13,0,0,0,0,0,"",
228,JK,Jammu and Kashmir,JK_Doda,Doda,0,0,0,0,0,0,0,0,"",
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,23,9,14,0,0,0,0,0,"",
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,31,5,26,0,0,0,0,0,"",
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,2,1,1,0,0,0,0,0,"",
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,1,0,1,0,0,0,0,0,"",
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,21,16,5,0,0,0,0,0,"",
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,71,38,33,0,0,0,0,0,"",
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,"",
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,"",
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,13,9,4,0,0,0,0,0,"",
238,JK,Jammu and Kashmir,JK_Punch,Punch,0,0,0,0,0,0,0,0,"",
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,4,0,4,0,0,0,0,0,"",
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,1,1,0,0,0,0,0,0,"",
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,1,1,0,0,0,0,0,0,"",
242,JK,Jammu and Kashmir,JK_Samba,Samba,7,3,4,0,0,0,0,0,"",
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,100,53,47,0,0,0,0,0,"",
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,131,52,76,3,0,0,0,0,"",
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,22,2,19,1,0,0,0,0,"",
270,KA,Karnataka,KA_Bagalkote,Bagalkote,51,32,18,1,0,0,0,0,"",
271,KA,Karnataka,KA_Ballari,Ballari,15,4,11,0,0,0,0,0,"",
272,KA,Karnataka,KA_Belagavi,Belagavi,83,48,34,1,0,0,0,0,"",
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,6,0,6,0,0,0,0,0,"",
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,175,82,86,6,0,0,0,0,One death on 27th Apr is not included as it's not counted as covid related death by the Karnataka govt.,
275,KA,Karnataka,KA_Bidar,Bidar,25,11,13,1,0,0,0,0,"",
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,"",
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,22,8,12,2,0,0,0,0,"",
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,0,0,0,0,0,0,0,0,"",
279,KA,Karnataka,KA_Chitradurga,Chitradurga,7,6,1,0,0,0,0,0,"",
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,25,15,7,3,0,0,0,0,"",
281,KA,Karnataka,KA_Davanagere,Davanagere,67,61,2,4,0,0,0,0,"",
282,KA,Karnataka,KA_Dharwad,Dharwad,12,5,7,0,0,0,0,0,"",
283,KA,Karnataka,KA_Gadag,Gadag,5,3,1,1,0,0,0,0,"",
284,KA,Karnataka,KA_Hassan,Hassan,0,0,0,0,0,0,0,0,"",
285,KA,Karnataka,KA_Haveri,Haveri,2,2,0,0,0,0,0,0,"",
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,67,30,31,6,0,0,0,0,"",
